Date	Time	X	Y	Z	r_KA	Vx	Vy	Vz	V_KA	???? ??????? ??.
2021-Feb-25 01:17:57.593	2.0748e+06	246479	-255542	148833	11521.4	1.24673	0.361532	-0.139341	0.631359	4.31063
2021-Feb-25 01:27:57.593	2.0754e+06	235794	-265917	148747	11549.4	1.27164	0.324887	-0.148017	0.629768	4.17835
2021-Feb-25 01:37:57.593	2.076e+06	224679	-275836	148655	11576.5	1.29505	0.28702	-0.156714	0.628241	4.0418
2021-Feb-25 01:47:57.593	2.0766e+06	213152	-285281	148559	11602.6	1.31692	0.248002	-0.165424	0.626777	3.90123
2021-Feb-25 01:57:57.593	2.0772e+06	201234	-294236	148457	11627.7	1.3372	0.207903	-0.174141	0.625376	3.75684
2021-Feb-25 02:07:57.593	2.0778e+06	188946	-302684	148350	11651.7	1.35585	0.166796	-0.182857	0.62404	3.60887
2021-Feb-25 02:17:57.593	2.0784e+06	176310	-310610	148237	11674.8	1.37284	0.124758	-0.191564	0.622769	3.45754
2021-Feb-25 02:27:57.593	2.079e+06	163347	-317999	148120	11696.8	1.38812	0.0818631	-0.200257	0.621563	3.30307
2021-Feb-25 02:37:57.593	2.0796e+06	150080	-324840	147997	11717.8	1.40168	0.0381893	-0.208928	0.620422	3.14569
2021-Feb-25 02:47:57.593	2.0802e+06	136534	-331118	147869	11737.7	1.41347	-0.0061854	-0.21757	0.619346	2.9856
2021-Feb-25 02:57:57.593	2.0808e+06	122731	-336824	147736	11756.5	1.42347	-0.0511818	-0.226178	0.618335	2.82302
2021-Feb-25 03:07:57.593	2.0814e+06	108696	-341945	147598	11774.2	1.43168	-0.09672	-0.234744	0.61739	2.65816
2021-Feb-25 03:17:57.593	2.082e+06	94453.3	-346474	147454	11790.8	1.43806	-0.14272	-0.243264	0.61651	2.49123
2021-Feb-25 03:27:57.593	2.0826e+06	80028.7	-350402	147306	11806.3	1.4426	-0.1891	-0.251731	0.615695	2.32244
2021-Feb-25 03:37:57.593	2.0832e+06	65447.2	-353721	147152	11820.8	1.4453	-0.235781	-0.260138	0.614946	2.15198
2021-Feb-25 03:47:57.593	2.0838e+06	50734.6	-356426	146994	11834.1	1.44614	-0.28268	-0.268482	0.614261	1.98005
2021-Feb-25 03:57:57.593	2.0844e+06	35916.9	-358510	146830	11846.2	1.44513	-0.329718	-0.276755	0.613642	1.80685
2021-Feb-25 04:07:57.593	2.085e+06	21020.3	-359972	146662	11857.3	1.44226	-0.376812	-0.284952	0.613086	1.63257
2021-Feb-25 04:17:57.593	2.0856e+06	6070.98	-360806	146488	11867.2	1.43755	-0.423883	-0.293068	0.612595	1.45739
2021-Feb-25 04:27:57.593	2.0862e+06	-8904.55	-361013	146310	11876	1.43098	-0.470852	-0.301097	0.612168	1.2815
2021-Feb-25 04:37:57.593	2.0868e+06	-23879.8	-360590	146127	11883.6	1.42259	-0.517638	-0.309034	0.611805	1.10508
2021-Feb-25 04:47:57.593	2.0874e+06	-38828.3	-359539	145939	11890.1	1.41237	-0.564165	-0.316875	0.611505	0.928296
2021-Feb-25 04:57:57.593	2.088e+06	-53723.6	-357861	145747	11895.5	1.40035	-0.610353	-0.324613	0.611268	0.751331
2021-Feb-25 05:07:57.593	2.0886e+06	-68539.4	-355558	145550	11899.7	1.38655	-0.656128	-0.332244	0.611093	0.574349
2021-Feb-25 05:17:57.593	2.0892e+06	-83249.3	-352635	145348	11902.9	1.37099	-0.701415	-0.339762	0.61098	0.397517
2021-Feb-25 05:27:57.593	2.0898e+06	-97827.3	-349097	145142	11904.8	1.3537	-0.746139	-0.347163	0.61093	0.220994
2021-Feb-25 05:37:57.593	2.0904e+06	-112248	-344949	144931	11905.7	1.3347	-0.790228	-0.354441	0.61094	0.044933
2021-Feb-25 05:47:57.593	2.091e+06	-126485	-340199	144717	11905.4	1.31404	-0.833613	-0.361592	0.611011	0.130484
2021-Feb-25 05:57:57.593	2.0916e+06	-140513	-334854	144498	11904	1.29174	-0.876224	-0.36861	0.611143	0.305141
2021-Feb-25 06:07:57.593	2.0922e+06	-154308	-328924	144274	11901.5	1.26785	-0.917994	-0.375491	0.611334	0.478874
2021-Feb-25 06:17:57.593	2.0928e+06	-167845	-322420	144047	11897.9	1.2424	-0.958858	-0.382229	0.611586	0.651539
2021-Feb-25 06:27:57.593	2.0934e+06	-181099	-315352	143816	11893.2	1.21545	-0.998753	-0.38882	0.611896	0.822994
2021-Feb-25 06:37:57.593	2.094e+06	-194049	-307732	143580	11887.3	1.18702	-1.03762	-0.395259	0.612264	0.993099
2021-Feb-25 06:47:57.593	2.0946e+06	-206669	-299575	143341	11880.4	1.15718	-1.0754	-0.401541	0.612691	1.16172
2021-Feb-25 06:57:57.593	2.0952e+06	-218939	-290893	143099	11872.4	1.12597	-1.11203	-0.407661	0.613175	1.32871
2021-Feb-25 07:07:57.593	2.0958e+06	-230835	-281704	142852	11863.4	1.09345	-1.14746	-0.413614	0.613716	1.49396
2021-Feb-25 07:17:57.593	2.0964e+06	-242337	-272021	142602	11853.2	1.05967	-1.18165	-0.419395	0.614314	1.65732
2021-Feb-25 07:27:57.593	2.097e+06	-253425	-261864	142349	11842.1	1.02469	-1.21453	-0.424999	0.614967	1.81867
2021-Feb-25 07:37:57.593	2.0976e+06	-264078	-251248	142092	11829.8	0.988567	-1.24607	-0.430421	0.615677	1.97789
2021-Feb-25 07:47:57.593	2.0982e+06	-274278	-240194	141833	11816.6	0.951358	-1.27622	-0.435657	0.616441	2.13484
2021-Feb-25 07:57:57.593	2.0988e+06	-284006	-228720	141570	11802.3	0.913127	-1.30494	-0.4407	0.61726	2.28941
2021-Feb-25 08:07:57.593	2.0994e+06	-293246	-216847	141304	11787	0.873937	-1.33219	-0.445547	0.618134	2.44148
2021-Feb-25 08:17:57.593	2.1e+06	-301979	-204595	141035	11770.7	0.833853	-1.35794	-0.450192	0.61906	2.59092
2021-Feb-25 08:27:57.593	2.1006e+06	-310192	-191987	140764	11753.4	0.79294	-1.38215	-0.454631	0.62004	2.73761
2021-Feb-25 08:37:57.593	2.1012e+06	-317869	-179044	140489	11735.1	0.751264	-1.40479	-0.458857	0.621073	2.88145
2021-Feb-25 08:47:57.593	2.1018e+06	-324996	-165789	140213	11715.9	0.708894	-1.42584	-0.462867	0.622157	3.0223
2021-Feb-25 08:57:57.593	2.1024e+06	-331561	-152246	139934	11695.8	0.665897	-1.44527	-0.466655	0.623293	3.16006
2021-Feb-25 09:07:57.593	2.103e+06	-337552	-138439	139653	11674.7	0.622342	-1.46306	-0.470216	0.62448	3.2946
2021-Feb-25 09:17:57.593	2.1036e+06	-342958	-124392	139370	11652.7	0.578299	-1.47919	-0.473544	0.625717	3.42581
2021-Feb-25 09:27:57.593	2.1042e+06	-347770	-110129	139085	11629.8	0.533839	-1.49365	-0.476636	0.627004	3.55357
2021-Feb-25 09:37:57.593	2.1048e+06	-351978	-95677.6	138798	11606.1	0.48903	-1.50642	-0.479486	0.628341	3.67777
2021-Feb-25 09:47:57.593	2.1054e+06	-355576	-81061.7	138509	11581.5	0.443945	-1.5175	-0.482088	0.629726	3.79828
2021-Feb-25 09:57:57.593	2.106e+06	-358556	-66307.6	138219	11556	0.398652	-1.52687	-0.484438	0.631159	3.915
2021-Feb-25 10:07:57.593	2.1066e+06	-360914	-51441.5	137928	11529.8	0.353223	-1.53453	-0.486532	0.632639	4.0278
2021-Feb-25 10:17:57.593	2.1072e+06	-362645	-36489.7	137636	11502.7	0.307728	-1.54049	-0.488363	0.634166	4.13657
2021-Feb-25 10:27:57.593	2.1078e+06	-363745	-21478.9	137342	11474.9	0.262237	-1.54474	-0.489927	0.635739	4.24118
2021-Feb-25 10:37:57.593	2.1084e+06	-364214	-6435.71	137048	11446.3	0.21682	-1.54728	-0.49122	0.637357	4.34152
2021-Feb-25 10:47:57.593	2.109e+06	-364050	8613.15	136753	11417	0.171545	-1.54812	-0.492236	0.639019	4.43746
2021-Feb-25 10:57:57.593	2.1096e+06	-363253	23640.9	136457	11387	0.126482	-1.54728	-0.492971	0.640725	4.52889
2021-Feb-25 11:07:57.593	2.1102e+06	-361824	38620.9	136161	11356.3	0.0816987	-1.54476	-0.49342	0.642474	4.61569
2021-Feb-25 11:17:57.593	2.1108e+06	-359767	53526.4	135865	11325	0.0372615	-1.54057	-0.49358	0.644264	4.69772
2021-Feb-25 11:27:57.593	2.1114e+06	-357084	68330.9	135569	11293	-0.00676286	-1.53474	-0.493444	0.646095	4.77487
2021-Feb-25 11:37:57.593	2.112e+06	-353781	83008.1	135273	11260.4	-0.050309	-1.52728	-0.493011	0.647966	4.84702
2021-Feb-25 11:47:57.593	2.1126e+06	-349863	97531.8	134977	11227.3	-0.0933126	-1.51821	-0.492274	0.649876	4.91404
2021-Feb-25 11:57:57.593	2.1132e+06	-345338	111876	134682	11193.6	-0.13571	-1.50756	-0.491232	0.651823	4.9758
2021-Feb-25 12:07:57.593	2.1138e+06	-340213	126016	134388	11159.5	-0.17744	-1.49535	-0.489879	0.653806	5.03219
2021-Feb-25 12:17:57.593	2.1144e+06	-334497	139925	134095	11124.8	-0.218442	-1.48162	-0.488213	0.655823	5.08307
2021-Feb-25 12:27:57.593	2.115e+06	-328201	153580	133802	11089.8	-0.258655	-1.46638	-0.486231	0.657875	5.12833
2021-Feb-25 12:37:57.593	2.1156e+06	-321335	166955	133511	11054.3	-0.298022	-1.44967	-0.483929	0.659958	5.16783
2021-Feb-25 12:47:57.593	2.1162e+06	-313913	180028	133222	11018.4	-0.336485	-1.43152	-0.481306	0.662071	5.20146
2021-Feb-25 12:57:57.593	2.1168e+06	-305947	192774	132934	10982.3	-0.373991	-1.41198	-0.478359	0.664213	5.22909
2021-Feb-25 13:07:57.593	2.1174e+06	-297452	205171	132648	10945.8	-0.410484	-1.39107	-0.475087	0.666381	5.2506
2021-Feb-25 13:17:57.593	2.118e+06	-288443	217197	132364	10909.1	-0.445912	-1.36883	-0.471488	0.668575	5.26588
2021-Feb-25 13:27:57.593	2.1186e+06	-278935	228831	132082	10872.2	-0.480226	-1.34531	-0.467561	0.670791	5.2748
2021-Feb-25 13:37:57.593	2.1192e+06	-268946	240051	131803	10835.1	-0.513376	-1.32054	-0.463307	0.673027	5.27726
2021-Feb-25 13:47:57.593	2.1198e+06	-258494	250838	131526	10797.9	-0.545315	-1.29458	-0.458724	0.675282	5.27314
2021-Feb-25 13:57:57.593	2.1204e+06	-247597	261172	131252	10760.7	-0.575997	-1.26746	-0.453814	0.677552	5.26233
2021-Feb-25 14:07:57.593	2.121e+06	-236275	271036	130982	10723.4	-0.605378	-1.23922	-0.448579	0.679836	5.24474
2021-Feb-25 14:17:57.593	2.1216e+06	-224549	280411	130714	10686.1	-0.633416	-1.20992	-0.44302	0.68213	5.22027
2021-Feb-25 14:27:57.593	2.1222e+06	-212438	289282	130450	10648.9	-0.660072	-1.17961	-0.437139	0.684432	5.18882
2021-Feb-25 14:37:57.593	2.1228e+06	-199965	297631	130190	10611.8	-0.685306	-1.14833	-0.430941	0.686739	5.15032
2021-Feb-25 14:47:57.593	2.1234e+06	-187153	305445	129933	10574.9	-0.709082	-1.11613	-0.42443	0.689047	5.10468
2021-Feb-25 14:57:57.593	2.124e+06	-174023	312709	129680	10538.3	-0.731365	-1.08307	-0.41761	0.691353	5.05184
2021-Feb-25 15:07:57.593	2.1246e+06	-160600	319410	129432	10501.9	-0.752122	-1.0492	-0.410487	0.693654	4.99173
2021-Feb-25 15:17:57.593	2.1252e+06	-146907	325538	129188	10465.9	-0.771323	-1.01457	-0.403068	0.695947	4.92431
2021-Feb-25 15:27:57.593	2.1258e+06	-132969	331080	128948	10430.2	-0.788937	-0.979228	-0.395361	0.698226	4.84954
2021-Feb-25 15:37:57.593	2.1264e+06	-118812	336027	128713	10395.1	-0.80494	-0.943241	-0.387375	0.70049	4.76739
2021-Feb-25 15:47:57.593	2.127e+06	-104459	340370	128483	10360.4	-0.819304	-0.906662	-0.379118	0.702732	4.67785
2021-Feb-25 15:57:57.593	2.1276e+06	-89938	344102	128258	10326.3	-0.832008	-0.869546	-0.370602	0.704951	4.5809
2021-Feb-25 16:07:57.593	2.1282e+06	-75273.5	347216	128039	10292.9	-0.84303	-0.831953	-0.361839	0.70714	4.47657
2021-Feb-25 16:17:57.593	2.1288e+06	-60492.2	349707	127824	10260.1	-0.852352	-0.793941	-0.352841	0.709296	4.36489
2021-Feb-25 16:27:57.593	2.1294e+06	-45620.4	351570	127615	10228.1	-0.859957	-0.755569	-0.343621	0.711415	4.2459
2021-Feb-25 16:37:57.593	2.13e+06	-30684.7	352802	127412	10196.9	-0.865831	-0.716899	-0.334196	0.713491	4.11965
2021-Feb-25 16:47:57.593	2.1306e+06	-15711.9	353402	127214	10166.6	-0.869963	-0.677991	-0.324581	0.715521	3.98623
2021-Feb-25 16:57:57.593	2.1312e+06	-728.578	353367	127023	10137.2	-0.872342	-0.638909	-0.314792	0.717499	3.84574
2021-Feb-25 17:07:57.593	2.1318e+06	14238.4	352699	126837	10108.9	-0.872962	-0.599714	-0.304849	0.71942	3.69829
2021-Feb-25 17:17:57.593	2.1324e+06	29162.3	351399	126657	10081.6	-0.871817	-0.560471	-0.29477	0.721281	3.54402
2021-Feb-25 17:27:57.593	2.133e+06	44016.6	349469	126483	10055.4	-0.868907	-0.521245	-0.284576	0.723075	3.38308
2021-Feb-25 17:37:57.593	2.1336e+06	58774.7	346913	126315	10030.4	-0.864232	-0.4821	-0.274287	0.724799	3.21566
2021-Feb-25 17:47:57.593	2.1342e+06	73410.4	343735	126154	10006.6	-0.857795	-0.443103	-0.263926	0.726447	3.04195
2021-Feb-25 17:57:57.593	2.1348e+06	87897.5	339942	125999	9984.16	-0.849603	-0.404321	-0.253516	0.728016	2.86217
2021-Feb-25 18:07:57.593	2.1354e+06	102210	335540	125850	9963.03	-0.839665	-0.365821	-0.243079	0.729499	2.67656
2021-Feb-25 18:17:57.593	2.136e+06	116323	330537	125707	9943.29	-0.827994	-0.327671	-0.232641	0.730894	2.4854
2021-Feb-25 18:27:57.593	2.1366e+06	130211	324943	125570	9925.01	-0.814606	-0.289939	-0.222226	0.732195	2.28895
2021-Feb-25 18:37:57.593	2.1372e+06	143849	318768	125440	9908.22	-0.799518	-0.252695	-0.211859	0.733398	2.08754
2021-Feb-25 18:47:57.593	2.1378e+06	157214	312022	125316	9892.97	-0.782754	-0.216007	-0.201566	0.7345	1.88148
2021-Feb-25 18:57:57.593	2.1384e+06	170280	304718	125198	9879.29	-0.764339	-0.179946	-0.191374	0.735496	1.67111
2021-Feb-25 19:07:57.593	2.139e+06	183026	296869	125087	9867.24	-0.744302	-0.144579	-0.181307	0.736384	1.45681
2021-Feb-25 19:17:57.593	2.1396e+06	195428	288490	124981	9856.84	-0.722675	-0.109978	-0.171391	0.737159	1.23896
2021-Feb-25 19:27:57.593	2.1402e+06	207465	279595	124881	9848.12	-0.699495	-0.0762113	-0.161653	0.737819	1.01795
2021-Feb-25 19:37:57.593	2.1408e+06	219115	270200	124787	9841.12	-0.674801	-0.0433474	-0.152118	0.738362	0.794203
2021-Feb-25 19:47:57.593	2.1414e+06	230357	260322	124698	9835.85	-0.648637	-0.0114547	-0.142811	0.738785	0.568145
2021-Feb-25 19:57:57.593	2.142e+06	241172	249980	124615	9832.33	-0.62105	0.0193994	-0.133755	0.739086	0.340217
2021-Feb-25 20:07:57.593	2.1426e+06	251540	239191	124538	9830.59	-0.59209	0.0491482	-0.124975	0.739263	0.11087
2021-Feb-25 20:17:57.593	2.1432e+06	261443	227974	124465	9830.62	-0.561811	0.0777265	-0.116494	0.739316	0.119417
2021-Feb-25 20:27:57.593	2.1438e+06	270863	216350	124398	9832.44	-0.530271	0.105071	-0.108332	0.739244	0.350204
2021-Feb-25 20:37:57.593	2.1444e+06	279785	204340	124335	9836.04	-0.497531	0.131118	-0.100512	0.739046	0.580998
2021-Feb-25 20:47:57.593	2.145e+06	288191	191966	124277	9841.43	-0.463655	0.155809	-0.0930506	0.738722	0.811326
2021-Feb-25 20:57:57.593	2.1456e+06	296067	179248	124223	9848.59	-0.428712	0.179086	-0.0859678	0.738273	1.04071
2021-Feb-25 21:07:57.593	2.1462e+06	303400	166210	124174	9857.51	-0.392772	0.200891	-0.0792794	0.7377	1.26866
2021-Feb-25 21:17:57.593	2.1468e+06	310176	152875	124128	9868.18	-0.355909	0.221174	-0.0730008	0.737004	1.49472
2021-Feb-25 21:27:57.593	2.1474e+06	316383	139267	124086	9880.57	-0.318199	0.239883	-0.0671452	0.736186	1.7184
2021-Feb-25 21:37:57.593	2.148e+06	322010	125410	124048	9894.66	-0.279722	0.256972	-0.0617248	0.735249	1.93925
2021-Feb-25 21:47:57.593	2.1486e+06	327048	111329	124012	9910.42	-0.240558	0.272396	-0.0567496	0.734195	2.1568
2021-Feb-25 21:57:57.593	2.1492e+06	331488	97048.9	123979	9927.81	-0.200792	0.286116	-0.0522284	0.733027	2.37061
2021-Feb-25 22:07:57.593	2.1498e+06	335320	82594.9	123949	9946.79	-0.160509	0.298096	-0.048168	0.731749	2.58025
2021-Feb-25 22:17:57.593	2.1504e+06	338540	67992.8	123921	9967.33	-0.119797	0.308302	-0.0445737	0.730362	2.7853
2021-Feb-25 22:27:57.593	2.151e+06	341141	53268.6	123896	9989.36	-0.0787431	0.316707	-0.0414491	0.728872	2.98535
2021-Feb-25 22:37:57.593	2.1516e+06	343118	38448.4	123872	10012.9	-0.0374384	0.323285	-0.0387963	0.727283	3.18001
2021-Feb-25 22:47:57.593	2.1522e+06	344469	23558.7	123849	10037.8	0.00402671	0.328018	-0.0366157	0.725597	3.36891
2021-Feb-25 22:57:57.593	2.1528e+06	345190	8625.74	123828	10064	0.045561	0.330889	-0.0349063	0.723821	3.5517
2021-Feb-25 23:07:57.593	2.1534e+06	345280	-6323.83	123807	10091.5	0.0870726	0.331888	-0.0336656	0.721959	3.72805
2021-Feb-25 23:17:57.593	2.154e+06	344739	-21263.5	123787	10120.3	0.12847	0.331007	-0.0328898	0.720015	3.89764
2021-Feb-25 23:27:57.593	2.1546e+06	343569	-36166.7	123767	10150.3	0.169661	0.328246	-0.0325737	0.717994	4.06019
2021-Feb-25 23:37:57.593	2.1552e+06	341770	-51007	123748	10181.3	0.210556	0.323606	-0.032711	0.715903	4.21542
2021-Feb-25 23:47:57.593	2.1558e+06	339347	-65758	123728	10213.4	0.251063	0.317095	-0.0332944	0.713745	4.36309
2021-Feb-25 23:57:57.593	2.1564e+06	336303	-80393.6	123708	10246.4	0.291093	0.308724	-0.0343153	0.711526	4.50296
2021-Feb-26 00:07:57.593	2.157e+06	334227	-89151.5	123687	10280.4	0.325373	0.304152	-0.0357644	0.709251	4.63485
2021-Feb-26 00:17:57.593	2.1576e+06	330207	-103550	123665	10315.2	0.364387	0.292786	-0.0376315	0.706927	4.75857
2021-Feb-26 00:27:57.593	2.1582e+06	325581	-117765	123642	10350.7	0.402695	0.279609	-0.0399057	0.704557	4.87395
2021-Feb-26 00:37:57.593	2.1588e+06	320359	-131774	123617	10387	0.440212	0.264651	-0.0425753	0.702148	4.98087
2021-Feb-26 00:47:57.593	2.1594e+06	314550	-145549	123590	10423.9	0.476857	0.247942	-0.0456283	0.699704	5.07921
2021-Feb-26 00:57:57.593	2.16e+06	308164	-159068	123562	10461.3	0.512551	0.22952	-0.049052	0.697231	5.16887
2021-Feb-26 01:07:57.593	2.1606e+06	301212	-172306	123532	10499.2	0.547215	0.209424	-0.0528335	0.694734	5.24979
2021-Feb-26 01:17:57.593	2.1612e+06	293706	-185239	123499	10537.6	0.580776	0.187698	-0.0569594	0.692218	5.32192
2021-Feb-26 01:27:57.593	2.1618e+06	285660	-197844	123463	10576.3	0.61316	0.16439	-0.0614162	0.689688	5.38522
2021-Feb-26 01:37:57.593	2.1624e+06	277087	-210099	123425	10615.2	0.644299	0.13955	-0.0661902	0.687149	5.43967
2021-Feb-26 01:47:57.593	2.163e+06	268003	-221982	123384	10654.4	0.674127	0.113233	-0.0712675	0.684605	5.48529
2021-Feb-26 01:57:57.593	2.1636e+06	258424	-233472	123339	10693.7	0.702579	0.0854968	-0.0766343	0.68206	5.5221
2021-Feb-26 02:07:57.593	2.1642e+06	248366	-244548	123292	10733.1	0.729597	0.0564008	-0.0822767	0.67952	5.55014
2021-Feb-26 02:17:57.593	2.1648e+06	237848	-255190	123241	10772.6	0.755123	0.0260084	-0.088181	0.676989	5.56947
2021-Feb-26 02:27:57.593	2.1654e+06	226887	-265380	123186	10812	0.779103	-0.00561449	-0.0943334	0.67447	5.58017
2021-Feb-26 02:37:57.593	2.166e+06	215504	-275099	123127	10851.3	0.801488	-0.0383999	-0.10072	0.671968	5.58231
2021-Feb-26 02:47:57.593	2.1666e+06	203717	-284330	123065	10890.4	0.822232	-0.0722775	-0.107329	0.669487	5.576
2021-Feb-26 02:57:57.593	2.1672e+06	191549	-293056	122998	10929.3	0.84129	-0.107175	-0.114145	0.667029	5.56136
2021-Feb-26 03:07:57.593	2.1678e+06	179020	-301261	122928	10967.9	0.858625	-0.143018	-0.121156	0.664599	5.53852
2021-Feb-26 03:17:57.593	2.1684e+06	166153	-308930	122853	11006.3	0.8742	-0.179731	-0.128349	0.6622	5.50762
2021-Feb-26 03:27:57.593	2.169e+06	152970	-316051	122774	11044.2	0.887983	-0.217237	-0.135713	0.659835	5.46881
2021-Feb-26 03:37:57.593	2.1696e+06	139495	-322609	122690	11081.7	0.899947	-0.255456	-0.143234	0.657507	5.42224
2021-Feb-26 03:47:57.593	2.1702e+06	125751	-328594	122602	11118.7	0.910066	-0.294311	-0.150901	0.655219	5.3681
2021-Feb-26 03:57:57.593	2.1708e+06	111763	-333993	122509	11155.2	0.91832	-0.333719	-0.158702	0.652973	5.30657
2021-Feb-26 04:07:57.593	2.1714e+06	97555.2	-338797	122411	11191.2	0.924692	-0.3736	-0.166626	0.650772	5.23782
2021-Feb-26 04:17:57.593	2.172e+06	83153.3	-342998	122309	11226.5	0.929168	-0.413873	-0.174662	0.648619	5.16207
2021-Feb-26 04:27:57.593	2.1726e+06	68582.6	-346588	122202	11261.2	0.931739	-0.454455	-0.1828	0.646515	5.07951
2021-Feb-26 04:37:57.593	2.1732e+06	53868.9	-349559	122090	11295.2	0.932399	-0.495264	-0.191028	0.644463	4.99036
2021-Feb-26 04:47:57.593	2.1738e+06	39038.4	-351907	121973	11328.5	0.931146	-0.536218	-0.199338	0.642464	4.89482
2021-Feb-26 04:57:57.593	2.1744e+06	24117.3	-353627	121850	11361	0.927981	-0.577235	-0.207719	0.640521	4.79313
2021-Feb-26 05:07:57.593	2.175e+06	9132.06	-354715	121723	11392.7	0.922909	-0.618233	-0.216161	0.638635	4.6855
2021-Feb-26 05:17:57.593	2.1756e+06	-5890.6	-355170	121591	11423.6	0.915938	-0.659131	-0.224656	0.636807	4.57217
2021-Feb-26 05:27:57.593	2.1762e+06	-20924	-354989	121454	11453.6	0.90708	-0.699849	-0.233195	0.635039	4.45337
2021-Feb-26 05:37:57.593	2.1768e+06	-35941.5	-354174	121311	11482.7	0.896351	-0.740306	-0.241769	0.633332	4.32933
2021-Feb-26 05:47:57.593	2.1774e+06	-50916.2	-352724	121164	11510.9	0.883769	-0.780425	-0.25037	0.631688	4.20031
2021-Feb-26 05:57:57.593	2.178e+06	-65821.6	-350643	121011	11538.2	0.869357	-0.820127	-0.258989	0.630107	4.06652
2021-Feb-26 06:07:57.593	2.1786e+06	-80631.1	-347934	120853	11564.6	0.853139	-0.859336	-0.267619	0.62859	3.92823
2021-Feb-26 06:17:57.593	2.1792e+06	-95318.3	-344601	120690	11589.9	0.835144	-0.897977	-0.276253	0.627138	3.78566
2021-Feb-26 06:27:57.593	2.1798e+06	-109857	-340650	120521	11614.2	0.815403	-0.935976	-0.284882	0.625752	3.63907
2021-Feb-26 06:37:57.593	2.1804e+06	-124221	-336088	120348	11637.6	0.793952	-0.973262	-0.2935	0.624433	3.4887
2021-Feb-26 06:47:57.593	2.181e+06	-138386	-330921	120169	11659.8	0.770826	-1.00976	-0.3021	0.62318	3.33479
2021-Feb-26 06:57:57.593	2.1816e+06	-152324	-325160	119985	11681.1	0.746067	-1.04541	-0.310675	0.621995	3.17759
2021-Feb-26 07:07:57.593	2.1822e+06	-166013	-318814	119796	11701.2	0.719716	-1.08015	-0.319218	0.620878	3.01733
2021-Feb-26 07:17:57.593	2.1828e+06	-179427	-311893	119602	11720.3	0.69182	-1.1139	-0.327722	0.619828	2.85426
2021-Feb-26 07:27:57.593	2.1834e+06	-192542	-304411	119403	11738.2	0.662426	-1.1466	-0.336183	0.618847	2.68862
2021-Feb-26 07:37:57.593	2.184e+06	-205334	-296379	119199	11755.1	0.631584	-1.1782	-0.344592	0.617935	2.52064
2021-Feb-26 07:47:57.593	2.1846e+06	-217782	-287812	118989	11770.8	0.599347	-1.20864	-0.352946	0.61709	2.35055
2021-Feb-26 07:57:57.593	2.1852e+06	-229862	-278726	118775	11785.5	0.56577	-1.23787	-0.361236	0.616315	2.1786
2021-Feb-26 08:07:57.593	2.1858e+06	-241552	-269134	118556	11799	0.530909	-1.26582	-0.369459	0.615607	2.00501
2021-Feb-26 08:17:57.593	2.1864e+06	-252833	-259055	118332	11811.3	0.494823	-1.29246	-0.377608	0.614968	1.83
2021-Feb-26 08:27:57.593	2.187e+06	-263683	-248507	118103	11822.5	0.457572	-1.31773	-0.385677	0.614397	1.65381
2021-Feb-26 08:37:57.593	2.1876e+06	-274082	-237506	117869	11832.6	0.419219	-1.34159	-0.393662	0.613893	1.47664
2021-Feb-26 08:47:57.593	2.1882e+06	-284013	-226074	117631	11841.5	0.379826	-1.36399	-0.401556	0.613457	1.29872
2021-Feb-26 08:57:57.593	2.1888e+06	-293458	-214229	117387	11849.3	0.33946	-1.38491	-0.409355	0.613088	1.12026
2021-Feb-26 09:07:57.593	2.1894e+06	-302398	-201994	117139	11855.9	0.298186	-1.4043	-0.417053	0.612786	0.941462
2021-Feb-26 09:17:57.593	2.19e+06	-310818	-189388	116887	11861.4	0.256072	-1.42213	-0.424645	0.612551	0.762538
2021-Feb-26 09:27:57.593	2.1906e+06	-318703	-176435	116630	11865.7	0.213186	-1.43838	-0.432127	0.612381	0.583685
2021-Feb-26 09:37:57.593	2.1912e+06	-326039	-163158	116368	11868.8	0.169598	-1.453	-0.439492	0.612277	0.4051
2021-Feb-26 09:47:57.593	2.1918e+06	-332812	-149579	116102	11870.9	0.125379	-1.46599	-0.446736	0.612238	0.226974
2021-Feb-26 09:57:57.593	2.1924e+06	-339009	-135722	115832	11871.8	0.080599	-1.47731	-0.453854	0.612263	0.0494895
2021-Feb-26 10:07:57.593	2.193e+06	-344620	-121613	115558	11871.5	0.0353298	-1.48696	-0.46084	0.612352	0.127145
2021-Feb-26 10:17:57.593	2.1936e+06	-349635	-107277	115279	11870.1	-0.0103568	-1.49491	-0.467691	0.612504	0.302784
2021-Feb-26 10:27:57.593	2.1942e+06	-354043	-92737.5	114997	11867.6	-0.0563885	-1.50115	-0.474401	0.612718	0.477238
2021-Feb-26 10:37:57.593	2.1948e+06	-357837	-78021.5	114710	11864	-0.102693	-1.50569	-0.480964	0.612995	0.650339
2021-Feb-26 10:47:57.593	2.1954e+06	-361010	-63154.9	114419	11859.3	-0.149198	-1.50849	-0.487377	0.613332	0.821919
2021-Feb-26 10:57:57.593	2.196e+06	-363556	-48164	114125	11853.4	-0.195831	-1.50958	-0.493633	0.61373	0.991819
2021-Feb-26 11:07:57.593	2.1966e+06	-365469	-33075.3	113827	11846.5	-0.24252	-1.50894	-0.499729	0.614188	1.15988
2021-Feb-26 11:17:57.593	2.1972e+06	-366748	-17915.8	113526	11838.5	-0.289194	-1.50658	-0.505659	0.614705	1.32595
